ID_produit,Nom_produit,Quantite_vendue,Prix_unitaire,Date_vente
98,Chemise,3.5,34.09,2023-10-14
14,Pull,17.2,,invalid_date
57,Chaussures,,23.91,invalid_date
89,Robe,12.9,11.91,2025-01-30
70,Robe,,22.77,2023-12-15
30,Lunettes de soleil,,68.98,invalid_date
50,Pantalon,10.3,,22/07/2023
10,Pull,3.2,90.6,2024-04-20
55,Pull,,,invalid_date
37,Pull,,,05/01/2024
92,Pantalon,16.0,80.0,09/08/2023
19,Lunettes de soleil,,83.32,invalid_date
55,Robe,,99.53,06/01/2024
46,Pull,,,invalid_date
82,Pull,3.6,,invalid_date
69,Montre,11.1,,invalid_date
74,Cravate,14.4,42.55,2024-11-07
47,Montre,19.2,,03/05/2024
100,Chaussures,6.6,,2023-06-23
27,Cravate,2.1,20.55,29/04/2025
94,Chemise,,43.45,invalid_date
75,Pantalon,10.1,,2024-04-23
11,Cravate,,23.47,25/01/2025
96,Chaussures,,,19/07/2023
83,Chemise,6.4,15.4,invalid_date
97,Chaussures,10.6,,invalid_date
59,Robe,,,2024-06-23
35,Pantalon,10.9,,invalid_date
8,Cravate,8.5,,15/06/2023
41,Lunettes de soleil,16.7,,invalid_date
55,Cravate,6.1,,2024-09-04
31,Robe,4.1,15.88,26/04/2024
25,Cravate,13.1,31.63,invalid_date
73,Chemise,,,2023-07-13
40,Chemise,,96.29,04/10/2024
97,Lunettes de soleil,14.8,73.24,27/02/2024
53,Pantalon,10.5,,04/08/2024
76,Chemise,6.5,71.41,invalid_date
12,Cravate,17.8,79.19,invalid_date
67,Pull,9.5,,invalid_date
56,Chemise,,31.52,2024-03-05
73,Montre,2.9,,invalid_date
12,Montre,,,2024-08-09
9,Robe,,18.03,invalid_date
99,Montre,,,invalid_date
18,Pantalon,,,24/12/2023
53,Chaussures,,,invalid_date
58,Robe,17.7,65.86,invalid_date
32,Chemise,3.9,36.16,invalid_date
52,Pantalon,,,17/03/2024
60,Montre,3.1,,31/07/2024
26,Lunettes de soleil,,,2023-08-21
90,Montre,,13.45,10/12/2023
19,Cravate,7.1,,2024-11-18
47,Lunettes de soleil,19.6,14.87,invalid_date
55,Robe,5.8,17.52,11/11/2024
52,Pantalon,,88.42,invalid_date
34,Chaussures,16.8,,25/08/2023
97,Robe,,,14/03/2025
69,Chaussures,,,2023-07-18
72,Cravate,2.5,,2023-10-03
20,Montre,,87.79,invalid_date
53,Robe,10.9,98.94,invalid_date
58,Pantalon,1.7,47.82,invalid_date
49,Cravate,7.6,97.46,21/10/2024
47,Chemise,,55.19,invalid_date
64,Montre,,,invalid_date
98,Pull,3.2,,2024-07-16
71,Chaussures,,,invalid_date
37,Pantalon,19.9,18.07,invalid_date
53,Pantalon,10.4,67.02,invalid_date
38,Lunettes de soleil,,59.64,2025-05-11
61,Pantalon,,,2024-09-28
48,Cravate,,,26/02/2024
54,Cravate,,12.94,2024-06-20
48,Pull,,,2023-08-24
79,Lunettes de soleil,,,invalid_date
23,Lunettes de soleil,18.2,49.37,invalid_date
17,Pantalon,,,invalid_date
21,Pull,4.9,12.31,invalid_date
99,Chaussures,1.5,61.46,invalid_date
94,Chaussures,,26.79,04/02/2025
25,Cravate,,79.34,30/08/2023
11,Chaussures,12.9,19.98,2024-09-08
19,Robe,6.0,,12/07/2023
27,Lunettes de soleil,2.9,,invalid_date
10,Cravate,,,2024-11-28
24,Robe,1.2,69.37,2024-05-27
44,Pull,10.2,,2024-04-05
25,Chemise,11.2,,2024-04-04
28,Chemise,7.2,17.51,18/07/2023
36,Montre,4.8,,23/01/2024
96,Montre,,,2024-10-01
26,Robe,19.3,,2024-05-05
27,Montre,,,26/06/2024
80,Pantalon,,,29/08/2023
81,Pantalon,9.5,,invalid_date
53,Robe,,45.85,2025-01-17
42,Lunettes de soleil,,32.08,invalid_date
48,Pull,,,invalid_date
2,Pull,,90.89,22/04/2024
37,Cravate,11.0,60.49,invalid_date
83,Lunettes de soleil,,,2025-03-26
26,Chemise,,,26/08/2023
16,Pantalon,,63.21,invalid_date
3,Robe,1.3,,2024-01-13
52,Chemise,18.0,40.37,2023-09-24
61,Pantalon,,,22/11/2024
97,Pull,,54.44,14/02/2024
39,Montre,10.4,85.88,2025-05-21
29,Chemise,16.7,,invalid_date
93,Lunettes de soleil,5.3,,invalid_date
1,Chemise,5.9,,2023-12-02
34,Pull,,34.29,2024-09-26
75,Montre,,,invalid_date
58,Pantalon,10.9,,12/01/2024
42,Montre,,78.96,09/07/2024
72,Cravate,13.5,72.55,15/06/2024
8,Cravate,1.2,,2024-09-30
63,Pantalon,,,invalid_date
59,Chaussures,17.1,92.27,01/10/2023
50,Montre,17.5,80.2,2024-10-14
36,Lunettes de soleil,,95.63,2024-12-01
60,Pantalon,15.2,,2024-09-03
35,Chemise,,41.68,invalid_date
11,Pull,9.2,,invalid_date
43,Chemise,,,invalid_date
55,Cravate,,,invalid_date
78,Montre,10.9,71.3,2023-06-26
29,Pantalon,2.0,61.77,2025-01-09
69,Pantalon,,45.27,2023-12-13
94,Robe,10.4,,invalid_date
37,Robe,14.9,,invalid_date
40,Cravate,4.2,,29/09/2024
19,Chemise,,40.06,11/06/2024
10,Chaussures,13.9,,invalid_date
1,Montre,,19.84,invalid_date
88,Robe,16.9,77.95,2024-10-01
39,Pull,,,invalid_date
63,Robe,7.9,,invalid_date
43,Montre,3.1,,2024-11-04
85,Chaussures,7.8,,08/05/2024
27,Pantalon,,,invalid_date
87,Montre,19.8,,21/09/2023
51,Lunettes de soleil,,37.84,invalid_date
67,Pull,16.8,,invalid_date
45,Robe,3.1,54.9,10/02/2024
88,Chaussures,,66.14,10/09/2023
63,Robe,,11.4,2024-01-19
37,Pantalon,,,invalid_date
1,Chemise,,89.08,2024-12-12
92,Robe,3.7,48.88,26/03/2024
29,Chemise,,,01/01/2025
52,Pantalon,,63.73,invalid_date
56,Pull,16.3,71.5,12/08/2023
18,Lunettes de soleil,,,invalid_date
81,Montre,,,2024-05-18
18,Montre,,,05/05/2024
54,Lunettes de soleil,9.8,,2023-11-30
97,Chaussures,,,2023-08-05
80,Robe,,21.33,15/03/2024
98,Montre,16.9,14.92,10/09/2024
77,Pantalon,,72.15,2024-04-10
95,Chemise,14.3,,2025-03-24
29,Chaussures,,74.72,11/02/2025
80,Cravate,3.2,23.77,invalid_date
13,Cravate,,,02/12/2024
8,Pantalon,,98.44,invalid_date
34,Montre,17.3,48.91,2025-01-03
19,Cravate,4.2,,24/06/2024
86,Pantalon,,,12/06/2024
50,Pantalon,,,16/01/2024
16,Lunettes de soleil,,,2024-06-11
46,Chaussures,,34.92,22/03/2024
65,Cravate,,56.17,invalid_date
20,Pull,,51.35,05/11/2023
98,Robe,18.5,,20/02/2024
61,Chaussures,,,invalid_date
75,Pull,,16.08,invalid_date
21,Cravate,2.8,,06/04/2025
98,Cravate,19.6,19.49,invalid_date
50,Lunettes de soleil,18.5,65.07,2024-10-25
96,Pantalon,,64.59,2023-12-29
42,Pantalon,,21.99,2023-05-28
33,Montre,,30.29,20/04/2024
68,Cravate,2.6,66.62,2023-09-03
5,Chaussures,,79.69,07/12/2024
24,Montre,4.6,,invalid_date
46,Pull,12.8,,01/03/2024
81,Lunettes de soleil,17.6,,2023-06-26
16,Montre,,,06/08/2024
50,Pull,2.3,97.13,invalid_date
74,Cravate,,45.93,invalid_date
90,Pantalon,,68.79,18/07/2023
54,Robe,4.8,,invalid_date
8,Cravate,10.4,41.13,04/01/2025
77,Pantalon,,,invalid_date
6,Pantalon,1.7,,17/09/2024
39,Cravate,1.4,12.37,invalid_date
78,Lunettes de soleil,14.0,59.72,29/08/2023
99,Lunettes de soleil,,73.12,2023-08-05
57,Pantalon,,,28/01/2025
8,Cravate,5.4,30.44,2024-02-09
93,Cravate,16.4,,2025-05-20
37,Chemise,7.0,99.83,invalid_date
51,Montre,13.5,16.87,31/08/2024
91,Pull,18.1,,28/03/2024
100,Robe,17.5,,22/06/2023
90,Pantalon,,,21/06/2023
11,Cravate,18.3,37.44,2023-09-05
48,Chaussures,1.7,,2024-02-04
3,Montre,,,28/06/2024
11,Chemise,,,14/09/2023
57,Chemise,,,invalid_date
7,Robe,,,07/09/2023
97,Cravate,,,14/05/2025
94,Chemise,,,invalid_date
60,Lunettes de soleil,,,22/03/2024
96,Cravate,3.5,,2024-09-11
32,Robe,,,09/01/2024
35,Robe,15.9,,07/02/2024
23,Montre,,10.8,23/02/2025
62,Cravate,8.8,,2024-06-20
57,Chaussures,,,2024-06-05
30,Chaussures,3.8,30.94,2024-08-01
88,Montre,12.0,59.81,2024-05-24
92,Robe,19.5,,invalid_date
92,Chemise,,,2024-02-03
66,Pantalon,,,2023-08-15
83,Lunettes de soleil,17.6,,15/01/2024
53,Pull,,65.97,19/04/2025
6,Robe,18.7,19.56,29/03/2025
66,Pull,,84.77,invalid_date
93,Chaussures,8.2,95.97,invalid_date
65,Lunettes de soleil,11.2,86.28,invalid_date
61,Montre,7.0,,2024-10-12
43,Cravate,,,invalid_date
15,Cravate,,,invalid_date
65,Pantalon,,,30/06/2023
30,Chaussures,18.6,,invalid_date
75,Chaussures,,40.74,2023-10-01
53,Lunettes de soleil,10.6,61.84,2024-09-21
59,Chemise,,,invalid_date
13,Chaussures,,12.15,2025-03-05
17,Lunettes de soleil,,21.47,invalid_date
38,Pantalon,,63.23,invalid_date
6,Pantalon,,,invalid_date
58,Lunettes de soleil,,73.01,invalid_date
99,Pantalon,3.9,,invalid_date
84,Montre,,,2024-04-28
30,Robe,10.4,,16/09/2023
42,Lunettes de soleil,7.1,95.82,invalid_date
94,Cravate,,,2023-10-27
45,Robe,,,2024-06-14
22,Robe,,98.99,2024-09-07
86,Robe,3.7,59.69,2024-05-22
77,Chemise,19.2,10.6,13/12/2024
27,Robe,,75.89,09/07/2023
38,Pantalon,14.6,,06/09/2023
34,Pantalon,,75.85,30/10/2023
11,Cravate,,,29/01/2024
59,Pantalon,,90.3,27/05/2024
13,Pull,4.6,95.43,2024-07-03
18,Lunettes de soleil,17.6,,03/10/2023
20,Montre,,35.43,invalid_date
12,Cravate,1.1,54.16,invalid_date
23,Chemise,,65.2,invalid_date
45,Montre,11.1,89.01,10/01/2025
86,Montre,,,01/12/2024
13,Cravate,,,02/10/2024
32,Lunettes de soleil,,96.07,10/11/2024
90,Lunettes de soleil,,,invalid_date
53,Cravate,,,2024-06-01
72,Pull,,,24/12/2023
52,Robe,,53.7,08/01/2024
82,Chemise,,29.92,invalid_date
27,Pantalon,,21.63,invalid_date
3,Lunettes de soleil,,92.1,invalid_date
7,Cravate,7.9,,invalid_date
30,Robe,,39.84,invalid_date
94,Cravate,18.9,86.09,invalid_date
51,Montre,,37.13,invalid_date
99,Cravate,1.6,,invalid_date
52,Chaussures,,87.58,2024-12-02
65,Lunettes de soleil,1.4,,2023-12-31
78,Robe,,56.11,28/10/2024
36,Montre,,,11/03/2024
38,Lunettes de soleil,,,23/03/2024
90,Cravate,,,invalid_date
92,Pantalon,9.6,45.76,04/02/2025
48,Montre,,39.92,2023-09-12
72,Chaussures,,63.41,2023-06-23
52,Montre,10.9,,22/07/2023
53,Robe,15.1,,2024-02-15
35,Cravate,,,invalid_date
31,Pull,,56.3,2023-12-07
55,Pantalon,8.1,24.59,2024-05-28
26,Montre,17.5,,23/02/2025
22,Montre,,,2024-07-13
56,Robe,,,invalid_date
84,Chaussures,3.7,,invalid_date
78,Robe,10.0,94.26,2023-09-05
68,Montre,,,2024-09-11
1,Robe,14.3,,23/11/2023
13,Chemise,12.9,16.01,30/06/2023
81,Chemise,,,invalid_date
94,Robe,,94.09,2024-07-07
76,Chaussures,3.0,,invalid_date
14,Chaussures,,,invalid_date
79,Montre,5.0,80.5,2024-04-07
79,Chaussures,,,2024-11-29
7,Chaussures,,,01/11/2024
39,Pantalon,,,invalid_date
61,Pull,,57.76,2023-05-26
82,Robe,,,invalid_date
33,Pantalon,,68.69,2024-04-02
47,Montre,,75.56,invalid_date
72,Cravate,8.3,93.99,2025-04-03
57,Pull,11.0,,2024-05-26
48,Robe,10.6,64.61,invalid_date
36,Montre,,34.68,invalid_date
4,Montre,,,invalid_date
83,Pantalon,1.7,65.16,invalid_date
95,Chaussures,17.5,17.45,2025-01-08
57,Chemise,,98.51,invalid_date
79,Chemise,,90.8,invalid_date
93,Pull,,47.47,2024-12-15
25,Chaussures,14.9,25.53,18/05/2025
78,Cravate,,25.57,30/04/2025
36,Pull,,61.14,invalid_date
60,Pantalon,3.2,26.43,2024-04-10
41,Chemise,15.6,,05/10/2023
11,Cravate,6.8,77.27,05/05/2025
7,Lunettes de soleil,14.4,,01/03/2025
29,Cravate,6.2,,23/01/2025
90,Montre,,,13/10/2023
99,Montre,16.8,,2025-05-18
69,Cravate,,,2025-03-29
44,Robe,2.7,,01/04/2025
5,Pantalon,10.8,,invalid_date
42,Pull,11.7,39.01,invalid_date
46,Chemise,,40.12,2024-09-01
46,Robe,4.1,,invalid_date
59,Lunettes de soleil,,,invalid_date
48,Pull,,37.02,invalid_date
14,Lunettes de soleil,,,invalid_date
4,Chaussures,,89.79,invalid_date
97,Chaussures,,80.97,2023-09-03
40,Chaussures,,,2024-06-16
85,Chaussures,4.8,37.12,2023-12-19
31,Cravate,9.3,,2025-02-08
62,Chaussures,,,invalid_date
28,Montre,,73.56,12/05/2024
17,Pull,15.5,,07/12/2023
87,Lunettes de soleil,12.3,41.22,2024-11-30
78,Chaussures,,42.61,invalid_date
77,Lunettes de soleil,18.4,22.43,2024-02-07
28,Robe,,44.57,05/08/2024
20,Robe,,,2024-10-26
21,Lunettes de soleil,14.0,51.84,05/10/2023
88,Pantalon,,82.32,2024-09-07
41,Chaussures,,71.77,17/04/2025
84,Lunettes de soleil,9.0,,invalid_date
82,Pantalon,,,invalid_date
43,Pull,3.1,,invalid_date
11,Chaussures,,,22/10/2024
7,Montre,6.4,,12/10/2023
7,Pull,,70.75,invalid_date
35,Chaussures,,,17/05/2025
82,Chemise,,,2023-11-30
23,Pantalon,11.2,,14/03/2024
36,Pull,19.5,,2023-11-20
10,Pull,8.1,64.84,15/12/2023
66,Pantalon,,48.03,2024-02-02
96,Robe,14.7,,2024-08-16
25,Robe,19.9,72.48,30/05/2023
74,Montre,,34.73,10/10/2024
65,Chemise,12.5,,2024-02-25
53,Cravate,,,09/07/2023
60,Pull,2.8,,2024-10-21
9,Robe,,,invalid_date
50,Montre,18.7,,31/03/2024
57,Chaussures,,28.96,invalid_date
50,Robe,8.7,,2025-05-07
27,Pull,,,2025-04-10
20,Chaussures,,47.39,18/01/2024
72,Montre,,92.91,21/08/2023
78,Pantalon,2.8,29.02,invalid_date
38,Chaussures,,,2025-05-21
54,Robe,,,invalid_date
69,Lunettes de soleil,,,08/11/2023
58,Chaussures,18.6,46.0,invalid_date
43,Montre,13.5,,09/05/2024
53,Cravate,13.1,22.47,invalid_date
74,Lunettes de soleil,,64.88,invalid_date
81,Montre,,,invalid_date
66,Cravate,17.2,51.2,2025-04-29
61,Cravate,,15.83,2024-12-30
74,Montre,,99.07,18/10/2024
65,Pantalon,,88.49,2025-02-21
60,Pantalon,1.1,,invalid_date
61,Lunettes de soleil,,96.18,invalid_date
100,Chemise,9.3,,invalid_date
99,Chemise,,48.57,2025-01-22
19,Robe,15.4,,02/05/2024
85,Pull,3.7,81.6,18/11/2024
13,Pull,13.2,,2024-02-27
97,Robe,,,invalid_date
34,Robe,12.3,,2023-08-17
29,Pull,,37.6,invalid_date
82,Robe,,70.6,invalid_date
89,Chaussures,,,invalid_date
30,Chemise,,23.35,15/09/2023
47,Lunettes de soleil,10.1,97.52,invalid_date
65,Pull,,,invalid_date
22,Montre,,11.28,20/08/2023
29,Robe,4.9,35.05,invalid_date
26,Pull,10.5,85.6,invalid_date
26,Pull,,,invalid_date
9,Robe,11.5,97.34,21/06/2024
73,Cravate,5.6,72.07,2024-05-02
89,Montre,,59.68,invalid_date
25,Pantalon,18.2,57.03,2023-09-01
30,Cravate,,51.78,10/05/2024
82,Pantalon,4.7,,2024-08-02
13,Cravate,,,2024-07-29
93,Montre,15.8,,2024-10-25
33,Lunettes de soleil,,,invalid_date
62,Robe,,33.78,24/03/2024
36,Robe,12.9,97.95,14/02/2025
1,Pull,,54.62,2023-05-24
98,Lunettes de soleil,13.8,,13/08/2024
82,Chaussures,4.7,78.66,26/06/2023
65,Robe,,,invalid_date
27,Chaussures,7.2,78.98,2024-11-16
79,Chaussures,,,invalid_date
35,Cravate,,,15/04/2025
19,Robe,,,16/05/2025
40,Lunettes de soleil,,,2024-05-22
53,Pull,13.3,,2023-12-30
91,Cravate,,,2023-10-08
42,Lunettes de soleil,,60.23,2023-09-04
80,Montre,17.3,16.7,08/12/2024
93,Montre,,95.68,invalid_date
50,Montre,,15.34,invalid_date
44,Robe,,93.12,04/05/2024
18,Pantalon,,84.19,invalid_date
39,Cravate,,,invalid_date
68,Robe,14.1,79.49,invalid_date
92,Pull,,,invalid_date
28,Chaussures,7.1,,2025-03-31
87,Robe,5.9,,10/10/2024
51,Montre,16.2,,2025-03-20
73,Lunettes de soleil,,,07/10/2023
74,Pull,13.1,60.88,invalid_date
21,Pantalon,,64.9,2024-07-05
99,Lunettes de soleil,,50.62,invalid_date
43,Pantalon,,,2025-02-28
52,Robe,,11.7,08/06/2023
55,Chaussures,5.9,,invalid_date
59,Cravate,,90.39,2024-10-26
99,Chaussures,4.9,19.08,2024-07-17
70,Pull,,88.35,invalid_date
27,Cravate,,99.19,2025-02-19
99,Pull,,,2023-11-30
57,Cravate,,49.47,2024-02-14
99,Lunettes de soleil,12.2,18.36,invalid_date
75,Pantalon,4.1,,invalid_date
78,Pull,,47.36,2024-12-05
65,Pull,10.1,95.04,2023-08-17
49,Lunettes de soleil,8.6,,2025-02-08
56,Robe,5.4,,10/09/2024
3,Robe,,14.08,2025-01-06
73,Chemise,3.4,,2025-04-07
8,Cravate,,,2023-06-03
54,Chaussures,4.3,76.78,13/07/2023
15,Chaussures,1.6,,25/08/2024
80,Pull,1.5,,2023-06-17
95,Chaussures,18.4,58.55,2024-08-28
13,Chemise,7.6,18.29,2024-11-18
61,Montre,,22.1,28/11/2023
61,Montre,,,invalid_date
86,Pantalon,10.1,21.32,2024-03-29
29,Pantalon,,35.41,2023-11-20
29,Robe,,,invalid_date
76,Robe,15.4,,invalid_date
19,Chemise,,66.87,2023-07-04
2,Chaussures,13.1,,2024-06-16
74,Montre,,,13/02/2025
28,Montre,,,invalid_date
99,Pull,7.4,,invalid_date
59,Pantalon,,,2024-08-12
47,Lunettes de soleil,13.2,,2025-01-11
16,Robe,,,invalid_date
11,Chaussures,8.6,22.75,2023-11-22
26,Pull,11.0,60.66,invalid_date
47,Cravate,14.2,43.7,invalid_date
22,Cravate,17.0,,2023-11-09
36,Chemise,,,21/12/2023
60,Pull,,,invalid_date
72,Robe,5.0,,2024-08-23
19,Montre,16.6,45.21,invalid_date
54,Lunettes de soleil,12.2,85.09,2023-10-05
36,Chaussures,18.0,75.34,2024-10-30
57,Chaussures,,10.97,invalid_date
40,Pantalon,,,13/02/2024
16,Montre,,88.77,24/10/2024
33,Pantalon,,,21/01/2025
29,Pantalon,,,invalid_date
56,Lunettes de soleil,2.1,,invalid_date
94,Robe,,,14/09/2023
11,Chemise,,,2024-01-09
76,Lunettes de soleil,13.6,,invalid_date
78,Lunettes de soleil,,13.79,invalid_date
83,Pantalon,11.9,97.01,11/03/2025
75,Lunettes de soleil,16.5,,10/01/2024
74,Chemise,,70.22,2025-03-18
73,Chaussures,,,2023-09-11
94,Montre,,,01/05/2025
32,Robe,9.5,,2023-07-05
27,Pull,,80.29,09/04/2024
12,Pull,7.7,,2024-07-27
93,Pantalon,,65.96,18/03/2024
26,Robe,,,06/12/2023
97,Chaussures,,11.43,invalid_date
40,Robe,15.4,45.82,2024-10-05
12,Pantalon,,86.7,invalid_date
44,Pull,,,invalid_date
73,Pantalon,7.2,49.83,2023-08-01
71,Chaussures,,12.37,invalid_date
29,Cravate,,68.31,2023-10-16
2,Robe,5.6,,09/03/2024
54,Cravate,,,invalid_date
34,Pull,,,2024-09-01
41,Pull,2.5,38.95,invalid_date
75,Chaussures,,58.18,invalid_date
30,Pull,14.6,51.88,20/08/2024
80,Montre,,15.82,2024-12-04
72,Montre,11.6,,invalid_date
19,Pantalon,14.0,,invalid_date
33,Chemise,,48.77,25/04/2025
28,Montre,,,2024-02-04
99,Pull,17.4,,invalid_date
16,Pantalon,,75.73,2023-11-02
77,Chaussures,16.9,,invalid_date
16,Pull,,,22/12/2024
49,Montre,,,27/05/2024
23,Lunettes de soleil,,,26/11/2023
26,Cravate,7.7,40.57,invalid_date
33,Chemise,17.7,98.38,invalid_date
48,Pantalon,4.2,,01/05/2025
4,Pull,17.3,,2023-11-23
69,Cravate,19.5,88.49,invalid_date
48,Chaussures,17.9,,2023-12-27
80,Chemise,18.8,,09/07/2024
14,Pull,14.0,,2024-10-06
78,Chaussures,,,11/12/2023
15,Pantalon,,,2024-02-25
52,Chemise,,82.98,invalid_date
12,Pull,,78.12,06/08/2023
42,Chaussures,9.5,,03/12/2024
56,Lunettes de soleil,2.6,,invalid_date
62,Lunettes de soleil,,79.38,invalid_date
6,Cravate,,90.29,invalid_date
41,Chemise,11.2,,2024-03-04
46,Chemise,,76.47,invalid_date
48,Chemise,18.3,51.15,2024-07-31
92,Pull,2.4,54.57,2023-11-09
49,Cravate,18.1,93.19,2023-09-12
85,Pull,,,24/07/2024
6,Chaussures,3.7,,17/08/2024
88,Robe,,46.83,01/12/2024
53,Lunettes de soleil,6.3,,06/01/2024
77,Chemise,,,2023-09-17
85,Cravate,2.3,,2024-02-02
24,Pull,,,06/08/2024
69,Robe,,19.76,28/11/2023
26,Pantalon,,28.07,22/07/2024
62,Pantalon,3.1,84.98,2024-10-11
98,Pantalon,,49.43,07/12/2023
77,Chemise,13.6,,2025-01-03
73,Chemise,,,2024-06-04
45,Montre,4.8,45.22,16/12/2024
65,Pantalon,5.3,,2024-06-06
57,Pantalon,,60.12,invalid_date
41,Chemise,3.1,46.89,invalid_date
93,Chaussures,,43.33,2023-09-30
88,Cravate,1.1,,invalid_date
16,Cravate,15.5,60.73,2024-06-04
84,Montre,,,11/04/2025
96,Cravate,,,01/10/2024
20,Montre,,,invalid_date
94,Chaussures,,99.92,03/03/2025
95,Chemise,,,18/07/2023
91,Cravate,19.8,,2025-02-15
52,Lunettes de soleil,,,04/01/2025
60,Pull,,21.98,2023-05-26
28,Cravate,,,06/03/2025
83,Robe,5.1,,17/11/2023
100,Lunettes de soleil,2.0,40.39,invalid_date
50,Lunettes de soleil,,12.15,29/05/2023
73,Chaussures,6.2,67.71,2023-11-07
53,Pull,9.9,,06/03/2024
79,Chemise,13.8,17.72,2023-07-07
43,Pantalon,,28.27,2024-09-28
40,Pantalon,,,11/09/2024
44,Chaussures,6.5,82.21,2025-04-29
21,Lunettes de soleil,,,invalid_date
36,Cravate,19.5,91.83,2023-06-03
18,Lunettes de soleil,,25.34,invalid_date
89,Pull,18.7,50.26,31/05/2023
86,Pull,17.8,89.78,2023-06-03
18,Robe,13.9,19.99,invalid_date
42,Robe,14.5,,2024-07-11
80,Lunettes de soleil,,86.61,invalid_date
36,Chemise,10.3,14.68,invalid_date
40,Robe,,,invalid_date
98,Montre,,59.61,invalid_date
2,Chemise,6.8,,08/10/2023
5,Robe,,,04/05/2025
91,Pull,,74.72,02/07/2024
37,Robe,,92.69,invalid_date
41,Pantalon,1.4,82.56,2023-10-18
10,Chaussures,8.1,61.47,2024-07-03
10,Chemise,,88.31,2025-02-13
75,Montre,,80.75,invalid_date
16,Chemise,14.4,92.62,2024-03-25
12,Pantalon,1.1,28.92,01/04/2024
42,Cravate,10.0,,invalid_date
91,Chaussures,9.9,49.83,2023-11-26
23,Cravate,6.0,73.0,2023-11-13
24,Pull,15.4,,invalid_date
53,Robe,,84.2,invalid_date
1,Robe,6.3,15.82,18/03/2025
45,Chemise,,,2024-10-07
96,Pantalon,,72.83,invalid_date
34,Pull,,,11/03/2024
41,Cravate,5.3,,24/07/2024
60,Montre,,,04/07/2023
20,Chaussures,,47.76,2024-09-27
41,Lunettes de soleil,19.8,45.95,02/10/2023
85,Chaussures,3.9,29.53,13/06/2024
61,Chaussures,6.1,,2025-03-08
39,Robe,,,20/01/2025
56,Chaussures,10.3,41.8,2024-02-03
42,Montre,12.5,,2025-03-18
54,Montre,,,invalid_date
40,Lunettes de soleil,12.6,,invalid_date
48,Chaussures,,,02/11/2023
54,Cravate,,,invalid_date
61,Robe,,72.85,10/04/2025
81,Cravate,14.5,83.2,25/05/2024
73,Montre,,55.99,27/06/2023
97,Chaussures,12.8,,invalid_date
94,Robe,,,invalid_date
19,Pull,17.1,52.64,invalid_date
1,Pull,,,01/08/2024
63,Pull,12.5,84.17,invalid_date
78,Pantalon,6.6,76.19,invalid_date
65,Robe,,48.07,21/01/2024
34,Cravate,3.7,,2023-06-03
48,Montre,15.7,,invalid_date
21,Montre,15.4,,17/02/2025
26,Montre,6.4,39.05,2024-11-25
7,Pull,,,invalid_date
4,Lunettes de soleil,,26.02,invalid_date
37,Pull,11.7,89.49,invalid_date
92,Chaussures,10.4,22.59,invalid_date
21,Cravate,,,2025-02-28
53,Pull,,46.05,invalid_date
54,Lunettes de soleil,14.2,,2025-04-17
15,Robe,5.3,68.03,2024-02-03
83,Cravate,10.1,29.71,2024-12-28
18,Pull,,,24/01/2025
4,Lunettes de soleil,11.5,28.01,2024-11-07
30,Montre,1.1,,invalid_date
22,Lunettes de soleil,5.0,,14/02/2024
72,Pull,10.7,,05/08/2023
26,Pull,,,18/11/2023
4,Montre,,28.41,2025-03-03
50,Pantalon,15.1,,invalid_date
87,Cravate,,42.48,invalid_date
81,Cravate,,29.51,25/03/2024
2,Cravate,,,invalid_date
42,Montre,19.7,,invalid_date
77,Robe,16.1,16.99,2023-12-20
4,Chemise,,,06/06/2024
49,Chaussures,,29.38,22/02/2024
95,Pull,,,2024-07-24
16,Robe,,93.71,2024-04-21
82,Chemise,,25.71,2024-10-30
93,Cravate,,,2024-10-16
94,Chaussures,,71.02,2023-07-27
64,Lunettes de soleil,,25.75,invalid_date
6,Pantalon,,,2025-01-30
35,Chemise,13.8,,2024-11-25
84,Chemise,,,2023-07-24
92,Chemise,6.4,,12/03/2024
70,Chaussures,,75.36,19/01/2025
95,Pull,,,18/09/2023
19,Montre,,,2024-12-16
78,Robe,,,26/02/2024
97,Chaussures,,55.57,invalid_date
44,Chaussures,17.2,97.95,invalid_date
51,Pantalon,16.6,99.15,invalid_date
14,Chemise,5.8,,17/12/2023
15,Pull,,,invalid_date
85,Lunettes de soleil,,77.48,2023-07-28
82,Montre,4.0,74.46,04/05/2024
19,Pantalon,,,25/07/2024
27,Pantalon,19.1,12.12,02/04/2024
16,Cravate,4.5,,2023-08-10
55,Pull,13.6,,20/02/2024
50,Pull,,,invalid_date
79,Chemise,13.9,,2024-08-27
33,Montre,,77.76,28/01/2024
89,Pull,,,2025-03-22
63,Pantalon,10.0,17.47,03/01/2024
49,Pull,,,invalid_date
100,Montre,,18.55,invalid_date
87,Chemise,,16.22,20/04/2025
36,Lunettes de soleil,16.2,32.79,invalid_date
67,Montre,,36.41,2023-11-26
38,Pull,9.1,97.17,2024-06-29
62,Montre,,79.82,12/03/2024
6,Robe,,,2023-09-30
92,Montre,16.4,19.14,2023-12-16
95,Chemise,,,2023-12-16
91,Pull,13.1,47.68,10/07/2023
56,Lunettes de soleil,2.3,,23/04/2024
52,Cravate,18.2,20.89,2023-12-22
74,Chaussures,,,invalid_date
34,Montre,2.3,62.39,invalid_date
6,Cravate,,,2024-02-26
48,Chemise,10.7,,invalid_date
68,Chemise,6.8,38.76,10/06/2024
